Time stamp,Value[m],State of value,Interpolation,Absolute value[mAOD],State of absolute value,Interpolation of absolute value,Tags,Comments
26/06/2007 19:00,1.324,G;Ed,102,31.532,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 19:15,1.33,G;Ed,102,31.538,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 19:30,1.314,G;Ed,102,31.522,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 19:45,1.301,G;Ed,102,31.509,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 20:00,1.301,G;Ed,102,31.509,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 20:15,1.289,G;Ed,102,31.497,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 20:30,1.279,G;Ed,102,31.487,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 20:45,1.267,G;Ed,102,31.475,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 21:00,1.265,G;Ed,102,31.473,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 21:15,1.252,G;Ed,102,31.46,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 21:30,1.231,G;Ed,102,31.439,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 21:45,1.218,G;Ed,102,31.426,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 22:00,1.22,G;Ed,102,31.428,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 22:15,1.215,G;Ed,102,31.423,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 22:30,1.189,G;Ed,102,31.397,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 22:45,1.198,G;Ed,102,31.406,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 23:00,1.173,G;Ed,102,31.381,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 23:15,1.18,G;Ed,102,31.388,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 23:30,1.153,G;Ed,102,31.361,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
26/06/2007 23:45,1.156,G;Ed,102,31.364,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 00:00,1.145,G;Ed,102,31.353,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 00:15,1.135,G;Ed,102,31.343,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 00:30,1.127,G;Ed,102,31.335,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 00:45,1.117,G;Ed,102,31.325,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 01:00,1.099,G;Ed,102,31.307,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 01:15,1.101,G;Ed,102,31.309,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 01:30,1.086,G;Ed,102,31.294,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 01:45,1.083,G;Ed,102,31.291,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 02:00,1.077,G;Ed,102,31.285,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 02:15,1.057,G;Ed,102,31.265,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 02:30,1.051,G;Ed,102,31.259,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 02:45,1.042,G;Ed,102,31.25,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 03:00,1.033,G;Ed,102,31.241,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 03:15,1.028,G;Ed,102,31.236,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 03:30,1.03,G;Ed,102,31.238,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 03:45,1.009,G;Ed,102,31.217,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 04:00,0.999,G;Ed,102,31.207,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 04:15,0.997,G;Ed,102,31.205,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 04:30,0.984,G;Ed,102,31.192,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 04:45,0.984,G;Ed,102,31.192,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 05:00,0.972,G;Ed,102,31.18,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 05:15,0.968,G;Ed,102,31.176,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 05:30,0.959,G;Ed,102,31.167,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 05:45,0.957,G;Ed,102,31.165,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 06:00,0.949,G;Ed,102,31.157,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 06:15,0.931,G;Ed,102,31.139,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 06:30,0.942,G;Ed,102,31.15,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 06:45,0.931,G;Ed,102,31.139,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 07:00,0.918,G;Ed,102,31.126,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 07:15,0.913,G;Ed,102,31.121,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 07:30,0.902,G;Ed,102,31.11,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 07:45,0.883,G;Ed,102,31.091,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 08:00,0.887,G;Ed,102,31.095,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 08:15,0.88,G;Ed,102,31.088,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 08:30,0.874,G;Ed,102,31.082,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 08:45,0.856,G;Ed,102,31.064,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 09:00,0.852,G;Ed,102,31.06,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 09:15,0.852,G;Ed,102,31.06,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 09:30,0.843,G;Ed,102,31.051,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 09:45,0.834,G;Ed,102,31.042,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 10:00,0.832,G;Ed,102,31.04,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 10:15,0.819,G;Ed,102,31.027,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 10:30,0.814,G;Ed,102,31.022,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 10:45,0.811,G;Ed,102,31.019,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 11:00,0.8,G;Ed,102,31.008,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 11:15,0.786,G;Ed,102,30.994,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 11:30,0.788,G;Ed,102,30.996,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 11:45,0.791,G;Ed,102,30.999,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.;Technician on site on 27/06/07 following heavy rainfall on 25th.  Site had been under 5 feet of water.  Instruments had been lifted to the ceiling of the building.  Estimated stage level calculated from wrack mark = 4.675m (35.03mAOD using OS benchmark).
27/06/2007 12:00,0.783,G;Ed,102,30.991,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 12:15,0.776,G;Ed,102,30.984,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 12:30,0.764,G;Ed,102,30.972,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 12:45,0.763,G;Ed,102,30.971,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 13:00,0.773,G;Ed,102,30.981,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 13:15,0.757,G;Ed,102,30.965,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 13:30,0.756,G;Ed,102,30.964,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 13:45,0.758,G;Ed,102,30.966,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 14:00,0.754,G;Ed,102,30.962,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 14:15,0.754,G;Ed,102,30.962,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 14:30,0.752,G;Ed,102,30.96,G,102,,Peak infilled using the peak from Sheffield Lady's bridge - agreed with the hydrology team.
27/06/2007 14:45,0.748,G;Ed,102,30.956,G,102,,
27/06/2007 15:00,0.745,G;Ed,102,30.953,G,102,,
27/06/2007 15:15,0.746,G;Ed,102,30.954,G,102,,
27/06/2007 15:30,0.749,G;Ed,102,30.957,G,102,,
27/06/2007 15:45,0.742,G;Ed,102,30.95,G,102,,
27/06/2007 16:00,0.746,G;Ed,102,30.954,G,102,,
27/06/2007 16:15,0.743,G;Ed,102,30.951,G,102,,
27/06/2007 16:30,0.74,G;Ed,102,30.948,G,102,,
27/06/2007 16:45,0.738,G;Ed,102,30.946,G,102,,
27/06/2007 17:00,0.731,G;Ed,102,30.939,G,102,,
27/06/2007 17:15,0.73,G;Ed,102,30.938,G,102,,
27/06/2007 17:30,0.73,G;Ed,102,30.938,G,102,,
27/06/2007 17:45,0.726,G;Ed,102,30.934,G,102,,
27/06/2007 18:00,0.726,G;Ed,102,30.934,G,102,,
27/06/2007 18:15,0.722,G;Ed,102,30.93,G,102,,
27/06/2007 18:30,0.725,G;Ed,102,30.933,G,102,,
27/06/2007 18:45,0.721,G;Ed,102,30.929,G,102,,
27/06/2007 19:00,0.719,G;Ed,102,30.927,G,102,,
27/06/2007 19:15,0.717,G;Ed,102,30.925,G,102,,
27/06/2007 19:30,0.714,G;Ed,102,30.922,G,102,,
27/06/2007 19:45,0.713,G;Ed,102,30.921,G,102,,
27/06/2007 20:00,0.709,G;Ed,102,30.917,G,102,,
27/06/2007 20:15,0.709,G;Ed,102,30.917,G,102,,
27/06/2007 20:30,0.706,G;Ed,102,30.914,G,102,,
27/06/2007 20:45,0.704,G;Ed,102,30.912,G,102,,
27/06/2007 21:00,0.706,G;Ed,102,30.914,G,102,,
27/06/2007 21:15,0.701,G;Ed,102,30.909,G,102,,
27/06/2007 21:30,0.699,G;Ed,102,30.907,G,102,,
27/06/2007 21:45,0.699,G;Ed,102,30.907,G,102,,
27/06/2007 22:00,0.695,G;Ed,102,30.903,G,102,,
27/06/2007 22:15,0.693,G;Ed,102,30.901,G,102,,
27/06/2007 22:30,0.689,G;Ed,102,30.897,G,102,,
27/06/2007 22:45,0.68,G;Ed,102,30.888,G,102,,
27/06/2007 23:00,0.684,G;Ed,102,30.892,G,102,,
27/06/2007 23:15,0.676,G;Ed,102,30.884,G,102,,
27/06/2007 23:30,0.68,G;Ed,102,30.888,G,102,,
27/06/2007 23:45,0.68,G;Ed,102,30.888,G,102,,
28/06/2007 00:00,0.678,G;Ed,102,30.886,G,102,,
28/06/2007 00:15,0.658,G;Ed,102,30.866,G,102,,
28/06/2007 00:30,0.649,G,102,30.857,G,102,,
28/06/2007 00:45,0.651,G,102,30.859,G,102,,
28/06/2007 01:00,0.649,G,102,30.857,G,102,,
28/06/2007 01:15,0.649,G,102,30.857,G,102,,
28/06/2007 01:30,0.648,G,102,30.856,G,102,,
28/06/2007 01:45,0.646,G,102,30.854,G,102,,
28/06/2007 02:00,0.646,G,102,30.854,G,102,,
28/06/2007 02:15,0.644,G,102,30.852,G,102,,
28/06/2007 02:30,0.642,G,102,30.85,G,102,,
28/06/2007 02:45,0.644,G,102,30.852,G,102,,
28/06/2007 03:00,0.641,G,102,30.849,G,102,,
28/06/2007 03:15,0.639,G,102,30.847,G,102,,
28/06/2007 03:30,0.638,G,102,30.846,G,102,,
28/06/2007 03:45,0.639,G,102,30.847,G,102,,
28/06/2007 04:00,0.636,G,102,30.844,G,102,,
28/06/2007 04:15,0.635,G,102,30.843,G,102,,
